STATION,route_id,hour,current_crowd,last_month_crowd,last_year_crowd
1 AV,L,1,44.0,35.0,177.0
1 AV,L,2,18.0,15.0,83.0
1 AV,L,3,12.0,10.0,44.0
1 AV,L,4,17.0,15.0,54.0
1 AV,L,5,48.0,43.0,124.0
1 AV,L,6,54.0,46.0,139.0
1 AV,L,7,79.0,68.0,183.0
1 AV,L,8,165.0,140.0,429.0
1 AV,L,9,236.0,185.0,736.0
1 AV,L,10,157.0,122.0,529.0
1 AV,L,11,113.0,88.0,389.0
1 AV,L,12,120.0,101.0,390.0
1 AV,L,13,104.0,89.0,284.0
1 AV,L,14,148.0,127.0,347.0
1 AV,L,15,154.0,133.0,356.0
1 AV,L,16,184.0,159.0,411.0
1 AV,L,17,195.0,167.0,437.0
1 AV,L,18,206.0,172.0,509.0
1 AV,L,19,186.0,158.0,457.0
1 AV,L,20,128.0,109.0,329.0
1 AV,L,21,94.0,81.0,327.0
1 AV,L,22,73.0,60.0,352.0
1 AV,L,23,55.0,45.0,460.0
1 AV,L,0,47.0,39.0,280.0
103 ST,1,1,162.0,131.0,402.0
103 ST,1,2,66.0,55.0,202.0
103 ST,1,3,32.0,29.0,111.0
103 ST,1,4,62.0,60.0,112.0
103 ST,1,5,127.0,115.0,197.0
103 ST,1,6,118.0,108.0,210.0
103 ST,1,7,205.0,182.0,393.0
103 ST,1,8,365.0,303.0,781.0
103 ST,1,9,540.0,417.0,1199.0
103 ST,1,10,395.0,308.0,1067.0
103 ST,1,11,287.0,218.0,784.0
103 ST,1,12,306.0,236.0,821.0
103 ST,1,13,322.0,260.0,769.0
103 ST,1,14,434.0,353.0,949.0
103 ST,1,15,432.0,354.0,947.0
103 ST,1,16,505.0,416.0,1082.0
103 ST,1,17,502.0,397.0,1154.0
103 ST,1,18,497.0,381.0,1369.0
103 ST,1,19,604.0,461.0,1621.0
103 ST,1,20,469.0,362.0,1268.0
103 ST,1,21,328.0,248.0,956.0
103 ST,1,22,232.0,172.0,743.0
103 ST,1,23,196.0,145.0,602.0
103 ST,1,0,159.0,123.0,448.0
103 ST,6,1,133.0,109.0,359.0
103 ST,6,2,63.0,52.0,216.0
103 ST,6,3,20.0,16.0,81.0
103 ST,6,4,33.0,28.0,89.0
103 ST,6,5,100.0,90.0,214.0
103 ST,6,6,125.0,107.0,246.0
103 ST,6,7,172.0,146.0,342.0
103 ST,6,8,265.0,222.0,564.0
103 ST,6,9,347.0,300.0,818.0
103 ST,6,10,168.0,151.0,602.0
103 ST,6,11,121.0,105.0,405.0
103 ST,6,12,166.0,135.0,481.0
103 ST,6,13,249.0,195.0,564.0
103 ST,6,14,324.0,270.0,638.0
103 ST,6,15,322.0,270.0,635.0
103 ST,6,16,384.0,320.0,728.0
103 ST,6,17,344.0,289.0,744.0
103 ST,6,18,372.0,299.0,899.0
103 ST,6,19,473.0,379.0,1100.0
103 ST,6,20,376.0,308.0,889.0
103 ST,6,21,295.0,236.0,837.0
103 ST,6,22,228.0,176.0,718.0
103 ST,6,23,204.0,158.0,658.0
103 ST,6,0,156.0,124.0,462.0
103 ST,B,1,0.0,0.0,0.0
103 ST,B,2,0.0,0.0,0.0
103 ST,B,3,0.0,0.0,0.0
103 ST,B,4,0.0,0.0,0.0
103 ST,B,5,0.0,0.0,0.0
103 ST,B,6,0.0,0.0,0.0
103 ST,B,7,227.0,195.0,453.0
103 ST,B,8,398.0,333.0,795.0
103 ST,B,9,637.0,514.0,1468.0
103 ST,B,10,447.0,350.0,1177.0
103 ST,B,11,283.0,217.0,776.0
103 ST,B,12,232.0,180.0,613.0
103 ST,B,13,231.0,185.0,554.0
103 ST,B,14,228.0,185.0,510.0
103 ST,B,15,225.0,185.0,492.0
103 ST,B,16,266.0,220.0,584.0
103 ST,B,17,324.0,265.0,733.0
103 ST,B,18,321.0,262.0,758.0
103 ST,B,19,410.0,330.0,982.0
103 ST,B,20,357.0,290.0,842.0
103 ST,B,21,191.0,150.0,549.0
103 ST,B,22,139.0,108.0,436.0
103 ST,B,23,180.0,144.0,551.0
103 ST,B,0,0.0,0.0,0.0
103 ST,C,1,0.0,0.0,0.0
103 ST,C,2,0.0,0.0,0.0
103 ST,C,3,0.0,0.0,0.0
103 ST,C,4,0.0,0.0,0.0
103 ST,C,5,0.0,0.0,0.0
103 ST,C,6,95.0,78.0,190.0
103 ST,C,7,109.0,91.0,218.0
103 ST,C,8,344.0,283.0,755.0
103 ST,C,9,638.0,507.0,1564.0
103 ST,C,10,509.0,408.0,1418.0
103 ST,C,11,380.0,299.0,1142.0
103 ST,C,12,330.0,263.0,959.0
103 ST,C,13,320.0,260.0,841.0
103 ST,C,14,355.0,289.0,856.0
103 ST,C,15,369.0,303.0,864.0
103 ST,C,16,439.0,364.0,1036.0
103 ST,C,17,545.0,445.0,1341.0
103 ST,C,18,483.0,387.0,1280.0
103 ST,C,19,611.0,485.0,1642.0
103 ST,C,20,516.0,411.0,1397.0
103 ST,C,21,304.0,247.0,969.0
103 ST,C,22,225.0,181.0,781.0
103 ST,C,23,166.0,138.0,595.0
103 ST,C,0,224.0,194.0,794.0
103 ST-CORONA,7,1,41.0,35.0,140.0
103 ST-CORONA,7,2,20.0,17.0,85.0
103 ST-CORONA,7,3,10.0,8.0,46.0
103 ST-CORONA,7,4,73.0,68.0,145.0
103 ST-CORONA,7,5,166.0,148.0,294.0
103 ST-CORONA,7,6,138.0,134.0,256.0
103 ST-CORONA,7,7,185.0,171.0,320.0
103 ST-CORONA,7,8,154.0,142.0,289.0
103 ST-CORONA,7,9,155.0,136.0,332.0
103 ST-CORONA,7,10,121.0,102.0,286.0
103 ST-CORONA,7,11,128.0,107.0,289.0
103 ST-CORONA,7,12,162.0,137.0,331.0
103 ST-CORONA,7,13,124.0,108.0,276.0
103 ST-CORONA,7,14,145.0,127.0,311.0
103 ST-CORONA,7,15,154.0,133.0,323.0
103 ST-CORONA,7,16,165.0,144.0,341.0
103 ST-CORONA,7,17,160.0,141.0,401.0
103 ST-CORONA,7,18,148.0,127.0,364.0
103 ST-CORONA,7,19,219.0,182.0,618.0
103 ST-CORONA,7,20,152.0,133.0,420.0
103 ST-CORONA,7,21,115.0,96.0,335.0
103 ST-CORONA,7,22,84.0,72.0,222.0
103 ST-CORONA,7,23,70.0,60.0,195.0
103 ST-CORONA,7,0,44.0,38.0,153.0
104 ST,A,1,98.0,86.0,305.0
104 ST,A,2,42.0,40.0,135.0
104 ST,A,3,1.0,1.0,2.0
104 ST,A,4,10.0,9.0,12.0
104 ST,A,5,23.0,21.0,30.0
104 ST,A,6,39.0,34.0,52.0
104 ST,A,7,114.0,101.0,219.0
104 ST,A,8,251.0,217.0,518.0
104 ST,A,9,323.0,266.0,730.0
104 ST,A,10,429.0,340.0,1076.0
104 ST,A,11,301.0,240.0,860.0
104 ST,A,12,249.0,203.0,716.0
104 ST,A,13,215.0,171.0,578.0
104 ST,A,14,208.0,174.0,561.0
104 ST,A,15,203.0,174.0,473.0
104 ST,A,16,199.0,167.0,458.0
104 ST,A,17,211.0,179.0,493.0
104 ST,A,18,234.0,186.0,579.0
104 ST,A,19,255.0,197.0,630.0
104 ST,A,20,301.0,233.0,755.0
104 ST,A,21,222.0,177.0,608.0
104 ST,A,22,124.0,101.0,366.0
104 ST,A,23,91.0,77.0,297.0
104 ST,A,0,105.0,88.0,321.0
104 ST,J,1,106.0,86.0,381.0
104 ST,J,2,81.0,66.0,254.0
104 ST,J,3,46.0,38.0,154.0
104 ST,J,4,45.0,40.0,129.0
104 ST,J,5,79.0,67.0,187.0
104 ST,J,6,93.0,77.0,197.0
104 ST,J,7,158.0,139.0,303.0
104 ST,J,8,187.0,175.0,357.0
104 ST,J,9,185.0,166.0,434.0
104 ST,J,10,261.0,218.0,586.0
104 ST,J,11,175.0,145.0,441.0
104 ST,J,12,181.0,156.0,455.0
104 ST,J,13,166.0,141.0,442.0
104 ST,J,14,213.0,178.0,548.0
104 ST,J,15,225.0,189.0,573.0
104 ST,J,16,273.0,231.0,691.0
104 ST,J,17,312.0,259.0,761.0
104 ST,J,18,342.0,277.0,811.0
104 ST,J,19,211.0,176.0,428.0
104 ST,J,20,359.0,288.0,919.0
104 ST,J,21,318.0,252.0,897.0
104 ST,J,22,239.0,187.0,779.0
104 ST,J,23,177.0,138.0,626.0
104 ST,J,0,124.0,98.0,452.0
104 ST,Z,1,0.0,0.0,0.0
104 ST,Z,2,0.0,0.0,0.0
104 ST,Z,3,0.0,0.0,0.0
104 ST,Z,4,0.0,0.0,0.0
104 ST,Z,5,0.0,0.0,0.0
104 ST,Z,6,0.0,0.0,0.0
104 ST,Z,7,0.0,0.0,0.0
104 ST,Z,8,232.0,192.0,462.0
104 ST,Z,9,226.0,192.0,463.0
104 ST,Z,10,0.0,0.0,0.0
104 ST,Z,11,0.0,0.0,0.0
104 ST,Z,12,0.0,0.0,0.0
104 ST,Z,13,0.0,0.0,0.0
104 ST,Z,14,0.0,0.0,0.0
104 ST,Z,15,0.0,0.0,0.0
104 ST,Z,16,0.0,0.0,0.0
104 ST,Z,17,0.0,0.0,0.0
104 ST,Z,18,0.0,0.0,0.0
104 ST,Z,19,584.0,465.0,1464.0
104 ST,Z,20,0.0,0.0,0.0
104 ST,Z,21,0.0,0.0,0.0
104 ST,Z,22,0.0,0.0,0.0
104 ST,Z,23,0.0,0.0,0.0
104 ST,Z,0,0.0,0.0,0.0
110 ST,6,1,135.0,113.0,375.0
110 ST,6,2,62.0,51.0,216.0
110 ST,6,3,20.0,16.0,83.0
110 ST,6,4,33.0,29.0,89.0
110 ST,6,5,100.0,90.0,213.0
110 ST,6,6,120.0,103.0,236.0
110 ST,6,7,191.0,163.0,367.0
110 ST,6,8,235.0,196.0,520.0
110 ST,6,9,329.0,286.0,783.0
110 ST,6,10,153.0,139.0,587.0
110 ST,6,11,108.0,95.0,377.0
110 ST,6,12,151.0,124.0,441.0
110 ST,6,13,235.0,184.0,523.0
110 ST,6,14,306.0,256.0,590.0
110 ST,6,15,302.0,253.0,560.0
110 ST,6,16,361.0,302.0,673.0
110 ST,6,17,322.0,272.0,696.0
110 ST,6,18,358.0,289.0,861.0
110 ST,6,19,447.0,361.0,1078.0
110 ST,6,20,359.0,297.0,851.0
110 ST,6,21,296.0,240.0,815.0
110 ST,6,22,218.0,169.0,706.0
110 ST,6,23,197.0,153.0,642.0
110 ST,6,0,160.0,125.0,463.0
111 ST,7,1,34.0,29.0,122.0
111 ST,7,2,16.0,13.0,78.0
111 ST,7,3,8.0,7.0,32.0
111 ST,7,4,44.0,39.0,89.0
111 ST,7,5,91.0,83.0,161.0
111 ST,7,6,92.0,84.0,158.0
111 ST,7,7,125.0,115.0,212.0
111 ST,7,8,95.0,88.0,184.0
111 ST,7,9,113.0,98.0,259.0
111 ST,7,10,82.0,67.0,218.0
111 ST,7,11,94.0,77.0,232.0
111 ST,7,12,109.0,91.0,244.0
111 ST,7,13,88.0,78.0,218.0
111 ST,7,14,104.0,91.0,245.0
111 ST,7,15,108.0,95.0,252.0
111 ST,7,16,132.0,114.0,282.0
111 ST,7,17,142.0,125.0,367.0
111 ST,7,18,132.0,113.0,332.0
111 ST,7,19,195.0,164.0,576.0
111 ST,7,20,140.0,121.0,399.0
111 ST,7,21,104.0,87.0,313.0
111 ST,7,22,75.0,64.0,204.0
111 ST,7,23,61.0,52.0,182.0
111 ST,7,0,38.0,32.0,142.0
111 ST,A,1,101.0,88.0,318.0
111 ST,A,2,42.0,41.0,135.0
111 ST,A,3,2.0,2.0,2.0
111 ST,A,4,9.0,8.0,10.0
111 ST,A,5,21.0,18.0,27.0
111 ST,A,6,34.0,30.0,46.0
111 ST,A,7,103.0,91.0,200.0
111 ST,A,8,224.0,194.0,462.0
111 ST,A,9,311.0,256.0,705.0
111 ST,A,10,400.0,317.0,988.0
111 ST,A,11,329.0,262.0,942.0
111 ST,A,12,229.0,186.0,658.0
111 ST,A,13,230.0,184.0,639.0
111 ST,A,14,204.0,171.0,552.0
111 ST,A,15,182.0,156.0,420.0
111 ST,A,16,209.0,176.0,486.0
111 ST,A,17,207.0,175.0,485.0
111 ST,A,18,226.0,179.0,565.0
111 ST,A,19,249.0,193.0,620.0
111 ST,A,20,277.0,213.0,701.0
111 ST,A,21,239.0,190.0,647.0
111 ST,A,22,123.0,99.0,361.0
111 ST,A,23,89.0,76.0,291.0
111 ST,A,0,96.0,80.0,282.0
111 ST,J,1,105.0,86.0,380.0
111 ST,J,2,81.0,66.0,254.0
111 ST,J,3,45.0,38.0,154.0
111 ST,J,4,44.0,39.0,128.0
111 ST,J,5,76.0,64.0,181.0
111 ST,J,6,89.0,74.0,189.0
111 ST,J,7,146.0,129.0,282.0
111 ST,J,8,173.0,161.0,333.0
111 ST,J,9,187.0,157.0,407.0
111 ST,J,10,246.0,208.0,566.0
111 ST,J,11,165.0,137.0,423.0
111 ST,J,12,170.0,146.0,429.0
111 ST,J,13,158.0,135.0,421.0
111 ST,J,14,198.0,165.0,523.0
111 ST,J,15,217.0,183.0,561.0
111 ST,J,16,243.0,206.0,617.0
111 ST,J,17,333.0,276.0,832.0
111 ST,J,18,335.0,272.0,800.0
111 ST,J,19,353.0,285.0,846.0
111 ST,J,20,351.0,282.0,906.0
111 ST,J,21,314.0,249.0,889.0
111 ST,J,22,237.0,185.0,774.0
111 ST,J,23,176.0,137.0,624.0
111 ST,J,0,123.0,97.0,450.0
116 ST,2,1,129.0,112.0,356.0
116 ST,2,2,92.0,77.0,255.0
116 ST,2,3,46.0,40.0,158.0
116 ST,2,4,43.0,39.0,128.0
116 ST,2,5,91.0,82.0,207.0
116 ST,2,6,120.0,106.0,257.0
116 ST,2,7,194.0,162.0,415.0
116 ST,2,8,389.0,320.0,778.0
116 ST,2,9,802.0,648.0,1712.0
116 ST,2,10,618.0,501.0,1543.0
116 ST,2,11,408.0,323.0,1094.0
116 ST,2,12,370.0,296.0,984.0
116 ST,2,13,379.0,305.0,881.0
116 ST,2,14,390.0,318.0,898.0
116 ST,2,15,382.0,318.0,872.0
116 ST,2,16,454.0,380.0,1038.0
116 ST,2,17,499.0,413.0,1140.0
116 ST,2,18,446.0,362.0,1100.0
116 ST,2,19,573.0,463.0,1437.0
116 ST,2,20,503.0,406.0,1257.0
116 ST,2,21,319.0,257.0,879.0
116 ST,2,22,238.0,190.0,713.0
116 ST,2,23,184.0,145.0,575.0
116 ST,2,0,145.0,115.0,426.0
116 ST,3,1,17.0,14.0,50.0
116 ST,3,2,7.0,5.0,19.0
116 ST,3,3,4.0,3.0,10.0
116 ST,3,4,9.0,7.0,20.0
116 ST,3,5,14.0,12.0,31.0
116 ST,3,6,15.0,13.0,33.0
116 ST,3,7,41.0,35.0,82.0
116 ST,3,8,216.0,178.0,434.0
116 ST,3,9,353.0,279.0,859.0
116 ST,3,10,440.0,346.0,1172.0
116 ST,3,11,343.0,270.0,906.0
116 ST,3,12,319.0,251.0,840.0
116 ST,3,13,237.0,195.0,579.0
116 ST,3,14,236.0,198.0,597.0
116 ST,3,15,251.0,214.0,622.0
116 ST,3,16,289.0,246.0,703.0
116 ST,3,17,347.0,291.0,869.0
116 ST,3,18,335.0,271.0,908.0
116 ST,3,19,408.0,324.0,1097.0
116 ST,3,20,351.0,284.0,941.0
116 ST,3,21,236.0,187.0,684.0
116 ST,3,22,154.0,120.0,480.0
116 ST,3,23,134.0,103.0,421.0
116 ST,3,0,91.0,72.0,257.0
116 ST,6,1,134.0,112.0,373.0
116 ST,6,2,62.0,52.0,217.0
116 ST,6,3,24.0,19.0,97.0
116 ST,6,4,31.0,27.0,86.0
116 ST,6,5,98.0,89.0,209.0
116 ST,6,6,115.0,99.0,226.0
116 ST,6,7,181.0,155.0,348.0
116 ST,6,8,262.0,224.0,560.0
116 ST,6,9,283.0,245.0,706.0
116 ST,6,10,141.0,130.0,569.0
116 ST,6,11,94.0,82.0,334.0
116 ST,6,12,135.0,112.0,422.0
116 ST,6,13,222.0,173.0,505.0
116 ST,6,14,288.0,241.0,568.0
116 ST,6,15,280.0,236.0,535.0
116 ST,6,16,338.0,283.0,644.0
116 ST,6,17,309.0,261.0,671.0
116 ST,6,18,343.0,278.0,834.0
116 ST,6,19,431.0,349.0,1003.0
116 ST,6,20,349.0,289.0,864.0
116 ST,6,21,280.0,228.0,792.0
116 ST,6,22,222.0,173.0,727.0
116 ST,6,23,194.0,151.0,635.0
116 ST,6,0,156.0,123.0,459.0
116 ST,B,1,0.0,0.0,0.0
116 ST,B,2,0.0,0.0,0.0
116 ST,B,3,0.0,0.0,0.0
116 ST,B,4,0.0,0.0,0.0
116 ST,B,5,0.0,0.0,0.0
116 ST,B,6,0.0,0.0,0.0
116 ST,B,7,211.0,183.0,420.0
116 ST,B,8,377.0,316.0,754.0
116 ST,B,9,612.0,495.0,1412.0
116 ST,B,10,431.0,339.0,1138.0
116 ST,B,11,268.0,207.0,736.0
116 ST,B,12,220.0,171.0,577.0
116 ST,B,13,219.0,176.0,521.0
116 ST,B,14,216.0,176.0,487.0
116 ST,B,15,213.0,175.0,468.0
116 ST,B,16,253.0,209.0,558.0
116 ST,B,17,306.0,251.0,699.0
116 ST,B,18,303.0,248.0,721.0
116 ST,B,19,374.0,302.0,900.0
116 ST,B,20,349.0,286.0,835.0
116 ST,B,21,192.0,153.0,538.0
116 ST,B,22,140.0,110.0,440.0
116 ST,B,23,180.0,144.0,569.0
116 ST,B,0,0.0,0.0,0.0
116 ST,C,1,0.0,0.0,0.0
116 ST,C,2,0.0,0.0,0.0
116 ST,C,3,0.0,0.0,0.0
116 ST,C,4,0.0,0.0,0.0
116 ST,C,5,0.0,0.0,0.0
116 ST,C,6,82.0,69.0,161.0
116 ST,C,7,92.0,78.0,181.0
116 ST,C,8,307.0,256.0,665.0
116 ST,C,9,565.0,448.0,1385.0
116 ST,C,10,528.0,425.0,1450.0
116 ST,C,11,366.0,290.0,1105.0
116 ST,C,12,318.0,254.0,927.0
116 ST,C,13,308.0,251.0,813.0
116 ST,C,14,343.0,281.0,835.0
116 ST,C,15,357.0,294.0,842.0
116 ST,C,16,427.0,354.0,1013.0
116 ST,C,17,529.0,434.0,1312.0
116 ST,C,18,425.0,342.0,1110.0
116 ST,C,19,639.0,510.0,1752.0
116 ST,C,20,504.0,402.0,1372.0
116 ST,C,21,296.0,240.0,952.0
116 ST,C,22,207.0,167.0,720.0
116 ST,C,23,173.0,145.0,627.0
116 ST,C,0,222.0,193.0,790.0
116 ST-COLUMBIA,1,1,154.0,124.0,373.0
116 ST-COLUMBIA,1,2,76.0,63.0,204.0
116 ST-COLUMBIA,1,3,38.0,34.0,123.0
116 ST-COLUMBIA,1,4,62.0,60.0,128.0
116 ST-COLUMBIA,1,5,124.0,112.0,200.0
116 ST-COLUMBIA,1,6,110.0,101.0,186.0
116 ST-COLUMBIA,1,7,193.0,170.0,356.0
116 ST-COLUMBIA,1,8,348.0,290.0,738.0
116 ST-COLUMBIA,1,9,484.0,375.0,1087.0
116 ST-COLUMBIA,1,10,362.0,286.0,978.0
116 ST-COLUMBIA,1,11,251.0,194.0,698.0
116 ST-COLUMBIA,1,12,271.0,212.0,727.0
116 ST-COLUMBIA,1,13,284.0,231.0,668.0
116 ST-COLUMBIA,1,14,400.0,326.0,880.0
116 ST-COLUMBIA,1,15,396.0,325.0,866.0
116 ST-COLUMBIA,1,16,466.0,384.0,985.0
116 ST-COLUMBIA,1,17,464.0,366.0,1087.0
116 ST-COLUMBIA,1,18,452.0,343.0,1264.0
116 ST-COLUMBIA,1,19,580.0,442.0,1588.0
116 ST-COLUMBIA,1,20,440.0,338.0,1197.0
116 ST-COLUMBIA,1,21,301.0,228.0,930.0
116 ST-COLUMBIA,1,22,227.0,169.0,709.0
116 ST-COLUMBIA,1,23,192.0,142.0,610.0
116 ST-COLUMBIA,1,0,149.0,114.0,436.0
121 ST,J,1,105.0,86.0,379.0
121 ST,J,2,81.0,66.0,254.0
121 ST,J,3,45.0,38.0,154.0
121 ST,J,4,43.0,38.0,126.0
121 ST,J,5,74.0,62.0,178.0
121 ST,J,6,86.0,71.0,185.0
121 ST,J,7,137.0,121.0,269.0
121 ST,J,8,169.0,162.0,323.0
121 ST,J,9,161.0,141.0,384.0
121 ST,J,10,238.0,202.0,552.0
121 ST,J,11,158.0,132.0,411.0
121 ST,J,12,160.0,138.0,413.0
121 ST,J,13,147.0,125.0,406.0
121 ST,J,14,184.0,153.0,489.0
121 ST,J,15,207.0,174.0,545.0
121 ST,J,16,243.0,206.0,635.0
121 ST,J,17,329.0,273.0,825.0
121 ST,J,18,330.0,268.0,791.0
121 ST,J,19,189.0,159.0,391.0
121 ST,J,20,348.0,279.0,900.0
121 ST,J,21,313.0,249.0,885.0
121 ST,J,22,236.0,185.0,771.0
121 ST,J,23,175.0,137.0,621.0
121 ST,J,0,122.0,97.0,448.0
121 ST,Z,1,0.0,0.0,0.0
121 ST,Z,2,0.0,0.0,0.0
121 ST,Z,3,0.0,0.0,0.0
121 ST,Z,4,0.0,0.0,0.0
121 ST,Z,5,0.0,0.0,0.0
121 ST,Z,6,0.0,0.0,0.0
121 ST,Z,7,0.0,0.0,0.0
121 ST,Z,8,191.0,158.0,395.0
121 ST,Z,9,191.0,163.0,405.0
121 ST,Z,10,0.0,0.0,0.0
121 ST,Z,11,0.0,0.0,0.0
121 ST,Z,12,0.0,0.0,0.0
121 ST,Z,13,0.0,0.0,0.0
121 ST,Z,14,0.0,0.0,0.0
121 ST,Z,15,0.0,0.0,0.0
121 ST,Z,16,0.0,0.0,0.0
121 ST,Z,17,0.0,0.0,0.0
121 ST,Z,18,0.0,0.0,0.0
121 ST,Z,19,585.0,466.0,1465.0
121 ST,Z,20,0.0,0.0,0.0
121 ST,Z,21,0.0,0.0,0.0
121 ST,Z,22,0.0,0.0,0.0
121 ST,Z,23,0.0,0.0,0.0
121 ST,Z,0,0.0,0.0,0.0
125 ST,1,1,141.0,117.0,346.0
125 ST,1,2,74.0,62.0,199.0
125 ST,1,3,36.0,32.0,118.0
125 ST,1,4,58.0,56.0,118.0
125 ST,1,5,121.0,109.0,192.0
125 ST,1,6,124.0,112.0,196.0
125 ST,1,7,188.0,166.0,353.0
125 ST,1,8,341.0,285.0,722.0
125 ST,1,9,465.0,363.0,1035.0
125 ST,1,10,361.0,288.0,983.0
125 ST,1,11,234.0,182.0,668.0
125 ST,1,12,255.0,200.0,704.0
125 ST,1,13,257.0,210.0,635.0
125 ST,1,14,372.0,311.0,833.0
125 ST,1,15,365.0,305.0,816.0
125 ST,1,16,433.0,363.0,921.0
125 ST,1,17,436.0,350.0,1014.0
125 ST,1,18,434.0,338.0,1207.0
125 ST,1,19,542.0,421.0,1453.0
125 ST,1,20,419.0,329.0,1121.0
125 ST,1,21,283.0,222.0,898.0
125 ST,1,22,213.0,163.0,692.0
125 ST,1,23,185.0,140.0,580.0
125 ST,1,0,144.0,113.0,410.0
125 ST,2,1,127.0,110.0,353.0
125 ST,2,2,92.0,77.0,255.0
125 ST,2,3,46.0,40.0,158.0
125 ST,2,4,43.0,38.0,128.0
125 ST,2,5,90.0,82.0,205.0
125 ST,2,6,119.0,105.0,253.0
125 ST,2,7,204.0,171.0,430.0
125 ST,2,8,381.0,313.0,762.0
125 ST,2,9,787.0,635.0,1678.0
125 ST,2,10,597.0,485.0,1484.0
125 ST,2,11,400.0,315.0,1084.0
125 ST,2,12,361.0,289.0,962.0
125 ST,2,13,370.0,297.0,858.0
125 ST,2,14,384.0,312.0,876.0
125 ST,2,15,377.0,311.0,864.0
125 ST,2,16,440.0,367.0,991.0
125 ST,2,17,494.0,409.0,1140.0
125 ST,2,18,438.0,355.0,1081.0
125 ST,2,19,566.0,456.0,1419.0
125 ST,2,20,481.0,387.0,1201.0
125 ST,2,21,322.0,258.0,892.0
125 ST,2,22,234.0,187.0,694.0
125 ST,2,23,187.0,147.0,590.0
125 ST,2,0,144.0,114.0,421.0
125 ST,3,1,16.0,13.0,46.0
125 ST,3,2,7.0,4.0,17.0
125 ST,3,3,4.0,3.0,10.0
125 ST,3,4,8.0,6.0,18.0
125 ST,3,5,12.0,10.0,27.0
125 ST,3,6,13.0,11.0,28.0
125 ST,3,7,34.0,30.0,68.0
125 ST,3,8,198.0,163.0,401.0
125 ST,3,9,332.0,262.0,817.0
125 ST,3,10,412.0,323.0,1101.0
125 ST,3,11,345.0,273.0,914.0
125 ST,3,12,317.0,249.0,841.0
125 ST,3,13,217.0,178.0,528.0
125 ST,3,14,227.0,188.0,583.0
125 ST,3,15,224.0,191.0,563.0
125 ST,3,16,282.0,238.0,695.0
125 ST,3,17,336.0,281.0,845.0
125 ST,3,18,307.0,248.0,830.0
125 ST,3,19,405.0,321.0,1105.0
125 ST,3,20,340.0,274.0,917.0
125 ST,3,21,215.0,170.0,629.0
125 ST,3,22,149.0,115.0,467.0
125 ST,3,23,138.0,107.0,437.0
125 ST,3,0,90.0,71.0,252.0
125 ST,4,1,127.0,108.0,350.0
125 ST,4,2,71.0,60.0,202.0
125 ST,4,3,40.0,33.0,128.0
125 ST,4,4,61.0,54.0,146.0
125 ST,4,5,168.0,153.0,341.0
125 ST,4,6,185.0,164.0,355.0
125 ST,4,7,287.0,255.0,527.0
125 ST,4,8,419.0,371.0,736.0
125 ST,4,9,473.0,385.0,960.0
125 ST,4,10,422.0,335.0,950.0
125 ST,4,11,345.0,274.0,783.0
125 ST,4,12,327.0,266.0,774.0
125 ST,4,13,279.0,234.0,662.0
125 ST,4,14,339.0,284.0,746.0
125 ST,4,15,384.0,321.0,832.0
125 ST,4,16,415.0,345.0,870.0
125 ST,4,17,384.0,318.0,815.0
125 ST,4,18,398.0,322.0,927.0
125 ST,4,19,566.0,459.0,1353.0
125 ST,4,20,443.0,357.0,1067.0
125 ST,4,21,281.0,220.0,784.0
125 ST,4,22,209.0,160.0,607.0
125 ST,4,23,154.0,120.0,443.0
125 ST,4,0,123.0,100.0,338.0
125 ST,5,1,0.0,0.0,0.0
125 ST,5,2,0.0,0.0,0.0
125 ST,5,3,0.0,0.0,0.0
125 ST,5,4,0.0,0.0,0.0
125 ST,5,5,0.0,0.0,0.0
125 ST,5,6,0.0,0.0,0.0
125 ST,5,7,180.0,149.0,327.0
125 ST,5,8,264.0,224.0,497.0
125 ST,5,9,489.0,406.0,1045.0
125 ST,5,10,375.0,307.0,911.0
125 ST,5,11,282.0,228.0,717.0
125 ST,5,12,265.0,215.0,681.0
125 ST,5,13,293.0,239.0,719.0
125 ST,5,14,324.0,271.0,728.0
125 ST,5,15,321.0,272.0,726.0
125 ST,5,16,353.0,302.0,777.0
125 ST,5,17,356.0,301.0,701.0
125 ST,5,18,397.0,324.0,827.0
125 ST,5,19,545.0,444.0,1239.0
125 ST,5,20,445.0,364.0,809.0
125 ST,5,21,279.0,223.0,698.0
125 ST,5,22,198.0,157.0,586.0
125 ST,5,23,108.0,87.0,338.0
125 ST,5,0,93.0,77.0,292.0
125 ST,6,1,132.0,110.0,360.0
125 ST,6,2,64.0,54.0,222.0
125 ST,6,3,25.0,20.0,98.0
125 ST,6,4,42.0,38.0,103.0
125 ST,6,5,113.0,102.0,239.0
125 ST,6,6,99.0,84.0,199.0
125 ST,6,7,171.0,147.0,329.0
125 ST,6,8,245.0,210.0,527.0
125 ST,6,9,278.0,242.0,686.0
125 ST,6,10,130.0,121.0,543.0
125 ST,6,11,77.0,69.0,310.0
125 ST,6,12,132.0,106.0,406.0
125 ST,6,13,197.0,156.0,492.0
125 ST,6,14,269.0,226.0,537.0
125 ST,6,15,257.0,219.0,511.0
125 ST,6,16,321.0,269.0,606.0
125 ST,6,17,273.0,232.0,570.0
125 ST,6,18,342.0,278.0,814.0
125 ST,6,19,408.0,331.0,989.0
125 ST,6,20,345.0,286.0,853.0
